,Actions,Rewards
0,0,1.0
1,0,1.0
2,0,1.0
3,1,1.0
4,1,1.0
5,1,1.0
6,1,1.0
7,0,1.0
8,1,1.0
9,0,1.0
10,1,1.0
11,0,1.0
12,1,1.0
13,0,1.0
14,1,1.0
15,0,1.0
16,0,1.0
17,0,1.0
18,1,1.0
19,1,1.0
20,1,1.0
21,0,1.0
22,1,1.0
23,0,1.0
24,1,1.0
25,0,1.0
26,0,1.0
27,0,1.0
28,0,1.0
29,1,1.0
30,1,1.0
31,1,1.0
32,1,1.0
33,0,1.0
34,1,1.0
35,0,1.0
36,1,1.0
37,0,1.0
38,1,1.0
39,0,1.0
40,1,1.0
41,0,1.0
42,1,1.0
43,0,1.0
44,0,1.0
45,0,1.0
46,1,1.0
47,1,1.0
48,1,1.0
49,0,1.0
50,0,1.0
51,1,1.0
52,1,1.0
53,0,1.0
54,0,1.0
55,0,1.0
56,1,1.0
57,1,1.0
58,1,1.0
59,0,1.0
60,1,1.0
61,0,1.0
62,0,1.0
63,0,1.0
64,1,1.0
65,1,1.0
66,1,1.0
67,0,1.0
68,1,1.0
69,0,1.0
70,0,1.0
71,1,1.0
72,1,1.0
73,0,1.0
74,0,1.0
75,0,1.0
76,1,1.0
77,1,1.0
78,1,1.0
79,0,1.0
80,1,1.0
81,0,1.0
82,0,1.0
83,0,1.0
84,1,1.0
85,1,1.0
86,1,1.0
87,0,1.0
88,1,1.0
89,0,1.0
90,0,1.0
91,1,1.0
92,0,1.0
93,1,1.0
94,1,1.0
95,0,1.0
96,0,1.0
97,0,1.0
98,1,1.0
99,0,1.0
100,1,1.0
101,1,1.0
102,0,1.0
103,1,1.0
104,0,1.0
105,1,1.0
106,0,1.0
107,0,1.0
108,1,1.0
109,0,1.0
110,1,1.0
111,1,1.0
112,0,1.0
113,1,1.0
114,0,1.0
115,1,1.0
116,1,1.0
117,0,1.0
118,1,1.0
119,0,1.0
120,1,1.0
121,0,1.0
122,1,1.0
123,1,1.0
124,0,1.0
125,1,1.0
126,0,1.0
127,1,1.0
128,0,1.0
129,1,1.0
130,0,1.0
131,1,1.0
132,1,1.0
133,0,1.0
134,0,1.0
135,1,1.0
136,0,1.0
137,1,1.0
138,1,1.0
139,0,1.0
140,0,1.0
141,1,1.0
142,1,1.0
143,0,1.0
144,0,1.0
145,1,1.0
146,0,1.0
147,1,1.0
148,0,1.0
149,1,1.0
150,0,1.0
151,1,1.0
152,0,1.0
153,1,1.0
154,0,1.0
155,1,1.0
156,0,1.0
157,1,1.0
158,0,1.0
159,1,1.0
160,0,1.0
161,0,1.0
162,1,1.0
163,1,1.0
164,0,1.0
165,1,1.0
166,0,1.0
167,1,1.0
168,1,1.0
169,0,1.0
170,1,1.0
171,0,1.0
172,0,1.0
173,1,1.0
174,0,1.0
175,0,1.0
176,0,1.0
177,0,1.0
178,1,1.0
179,1,1.0
180,1,1.0
181,1,1.0
182,1,1.0
183,0,1.0
184,1,1.0
185,0,1.0
186,1,1.0
187,0,1.0
188,1,1.0
189,0,1.0
190,1,1.0
191,0,1.0
192,1,1.0
193,1,1.0
194,0,1.0
195,0,1.0
196,0,1.0
197,0,1.0
198,0,1.0
199,1,1.0
200,1,1.0
201,1,1.0
202,0,1.0
203,0,1.0
204,1,1.0
205,0,1.0
206,1,1.0
207,1,1.0
208,0,1.0
209,1,1.0
210,0,1.0
211,1,1.0
212,1,1.0
213,1,1.0
214,0,1.0
215,0,1.0
216,0,1.0
217,1,1.0
218,1,1.0
219,1,1.0
220,1,1.0
221,0,1.0
222,0,1.0
223,1,1.0
224,1,1.0
225,0,1.0
226,0,1.0
227,0,1.0
228,1,1.0
229,0,1.0
230,0,1.0
231,1,1.0
232,0,1.0
233,1,1.0
234,0,1.0
235,1,1.0
236,0,1.0
237,0,1.0
238,0,1.0
239,1,1.0
240,0,1.0
241,1,1.0
242,1,1.0
243,0,1.0
244,1,1.0
245,1,1.0
246,1,1.0
247,0,1.0
248,1,1.0
249,0,1.0
250,1,1.0
251,0,1.0
252,1,1.0
253,0,1.0
254,0,1.0
255,1,1.0
256,1,1.0
257,0,1.0
258,1,1.0
259,0,1.0
260,1,1.0
261,0,1.0
262,1,1.0
263,0,1.0
264,1,1.0
265,1,1.0
266,0,1.0
267,1,1.0
268,0,1.0
269,1,1.0
270,0,1.0
271,1,1.0
272,0,1.0
273,1,1.0
274,0,1.0
275,1,1.0
276,0,1.0
277,1,1.0
278,0,1.0
279,0,1.0
280,1,1.0
281,1,1.0
282,1,1.0
283,0,1.0
284,0,1.0
285,1,1.0
286,0,1.0
287,1,1.0
288,0,1.0
289,1,1.0
290,0,1.0
291,1,1.0
292,1,1.0
293,1,1.0
294,0,1.0
295,0,1.0
296,1,1.0
297,0,1.0
298,1,1.0
299,1,1.0
300,1,1.0
301,0,1.0
302,1,1.0
303,0,1.0
304,1,1.0
305,0,1.0
306,1,1.0
307,0,1.0
308,1,1.0
309,0,1.0
310,0,1.0
311,1,1.0
312,0,1.0
313,1,1.0
314,0,1.0
315,1,1.0
316,0,1.0
317,1,1.0
318,1,1.0
319,0,1.0
320,0,1.0
321,0,1.0
322,1,1.0
323,1,1.0
324,0,1.0
325,1,1.0
326,1,1.0
327,1,1.0
328,0,1.0
329,1,1.0
330,0,1.0
331,1,1.0
332,0,1.0
333,1,1.0
334,1,1.0
335,0,1.0
336,1,1.0
337,0,1.0
338,0,1.0
339,1,1.0
340,0,1.0
341,1,1.0
342,0,1.0
